qid,date,section,mp,matched_score,matched_date,rank,MND,MinDef,MFA,MinLaw,MHA,MOT,MOF,MOM,MTI,MCCY,MSF,MOH,PMO,MEWR,MCI,MOE,speaker,dob,yob,start,end,gender,party,race,age,tenure,opposition,non-partisan,parl10,parl11,parl12,parl13,parl,num,voters,valid_votes,vote_share,vote,winners_majority_share,winners_majority,swing
3150,2013-02-09,Top of The News,15,0.0310421286031042,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3151,2013-02-09,Top of The News,15,0.132404181184669,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3152,2013-02-09,Top of The News,15,0.714285714285714,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3153,2013-02-09,Top of The News,15,0.735849056603773,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3154,2013-02-09,Top of The News,15,0.666666666666667,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3155,2013-02-09,Top of The News,15,0.798165137614679,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3156,2013-02-09,Top of The News,15,1.0,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3157,2013-02-09,Top of The News,15,1.0,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3158,2013-02-09,Top of The News,15,0.991304347826087,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3159,2013-02-09,Top of The News,15,0.497816593886463,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3160,2013-09-22,Think,43,0.75,2013-09-16,sms,,,,1.0,,,,,,,,,,,,1.0,0,1963-12-04,1963,2001-10-25,2018-03-02 00:00:00,female,pap,indian,18184.0,4344,0,0,0,0,1,0,12th parliament,5.0,139771.0,,,,,,
3161,2013-03-09,Singapore,41,0.169354838709677,2013-03-08,minister,,,,,,,,,,,,,,,1.0,,0,1955-03-10,1955,1997-02-01,2018-03-02 00:00:00,male,pap,malay,21183.0,5879,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3162,2013-01-15,Singapore,19,0.903225806451613,2013-01-14,mp,,,,,,,,,,,,,,,,,1,1954-08-23,1954,2001-10-25,2017-07-08 00:00:00,female,pap,malay,21329.0,4099,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
3163,2013-04-09,Singapore,69,0.8,2013-04-08,sms,,,,,,,,1.0,,,,1.0,,,,,0,1958-02-23,1958,2001-03-11,2018-03-02 00:00:00,female,pap,chinese,20133.0,4411,0,0,0,0,1,0,12th parliament,1.0,27701.0,25712.0,70.6,18156.0,41.2,10600.0,
3164,2013-02-05,Top of The News,13,0.756756756756757,2013-02-04,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21224.0,7352,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3165,2013-02-05,Top of The News,13,1.0,2013-02-04,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21224.0,7352,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3166,2013-02-05,Top of The News,13,0.992424242424242,2013-02-04,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21224.0,7352,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3167,2013-10-22,Top of The News,43,0.975609756097561,2013-10-21,sms,,,,1.0,,,,,,,,,,,,1.0,0,1963-12-04,1963,2001-10-25,2018-03-02 00:00:00,female,pap,indian,18219.0,4379,0,0,0,0,1,0,12th parliament,5.0,139771.0,,,,,,
3168,2013-10-22,Top of The News,43,0.6,2013-10-21,sms,,,,1.0,,,,,,,,,,,,1.0,0,1963-12-04,1963,2001-10-25,2018-03-02 00:00:00,female,pap,indian,18219.0,4379,0,0,0,0,1,0,12th parliament,5.0,139771.0,,,,,,
3169,2013-02-26,Singapore,17,1.0,2013-02-25,dpm,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20454.0,4369,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
3170,2013-02-26,Singapore,43,0.771929824561403,2013-02-25,sms,,,,1.0,,,,,,,,,,,,1.0,0,1963-12-04,1963,2001-10-25,2018-03-02 00:00:00,female,pap,indian,17981.0,4141,0,0,0,0,1,0,12th parliament,5.0,139771.0,,,,,,
3171,2013-02-26,Singapore,43,0.614035087719298,2013-02-25,sms,,,,1.0,,,,,,,,,,,,1.0,0,1963-12-04,1963,2001-10-25,2018-03-02 00:00:00,female,pap,indian,17981.0,4141,0,0,0,0,1,0,12th parliament,5.0,139771.0,,,,,,
3172,2013-02-26,Singapore,28,0.660194174757282,2013-02-25,nmp,,,,,,,,,,,,,,,,,0,1973-10-12,1973,2012-02-14,13/8/2014,female,ind,chinese,14381.0,377,0,1,0,0,1,0,12th parliament,,,,,,,,
3173,2013-02-26,Singapore,28,0.888888888888889,2013-02-25,nmp,,,,,,,,,,,,,,,,,0,1973-10-12,1973,2012-02-14,13/8/2014,female,ind,chinese,14381.0,377,0,1,0,0,1,0,12th parliament,,,,,,,,
3174,2013-02-26,Singapore,17,0.992857142857143,2013-02-25,dpm,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20454.0,4369,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
3175,2013-02-26,Singapore,17,0.807692307692308,2013-02-25,dpm,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20454.0,4369,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
3176,2013-02-26,Singapore,17,0.99625468164794,2013-02-25,dpm,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20454.0,4369,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
3177,2013-02-26,Singapore,17,1.0,2013-02-25,dpm,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20454.0,4369,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
3178,2013-02-26,Singapore,17,0.571428571428571,2013-02-25,dpm,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20454.0,4369,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
3179,2013-02-26,Singapore,17,0.981412639405204,2013-02-25,dpm,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20454.0,4369,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
3180,2013-09-17,Singapore,93,0.7,2013-09-16,mp,,,,,,,,,,,,,,,,,0,1953-12-08,1953,1996-12-23,2018-03-02 00:00:00,female,pap,chinese,21832.0,6111,0,0,0,0,1,0,12th parliament,5.0,139771.0,,,,,,
3181,2013-09-17,Singapore,93,0.68695652173913,2013-09-16,mp,,,,,,,,,,,,,,,,,0,1953-12-08,1953,1996-12-23,2018-03-02 00:00:00,female,pap,chinese,21832.0,6111,0,0,0,0,1,0,12th parliament,5.0,139771.0,,,,,,
3182,2013-02-07,Singapore,0,0.742857142857143,2013-02-06,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22093.0,4122,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3183,2013-02-07,Singapore,0,0.818181818181818,2013-02-06,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22093.0,4122,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3184,2013-02-07,Singapore,0,0.864864864864865,2013-02-06,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22093.0,4122,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3185,2013-02-07,Singapore,0,0.8,2013-02-06,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22093.0,4122,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3186,2013-02-07,Singapore,0,0.820754716981132,2013-02-06,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22093.0,4122,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3187,2013-02-07,Singapore,0,0.715189873417722,2013-02-06,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22093.0,4122,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3188,2013-02-07,Singapore,0,0.72289156626506,2013-02-06,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22093.0,4122,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3189,2013-02-07,Singapore,0,0.8,2013-02-06,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22093.0,4122,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3190,2013-02-07,Singapore,0,0.818181818181818,2013-02-06,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22093.0,4122,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3191,2013-03-14,Top of The News,14,0.761904761904762,2013-03-13,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18837.0,2587,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3192,2013-03-14,Top of The News,14,0.839285714285714,2013-03-13,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18837.0,2587,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3193,2013-07-10,Singapore,14,0.9765625,2013-07-09,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18955.0,2705,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3194,2013-07-10,Singapore,14,0.956521739130435,2013-07-09,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18955.0,2705,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3195,2013-07-10,Singapore,14,0.956521739130435,2013-07-09,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18955.0,2705,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3196,2013-02-09,Top of The News,15,0.27797833935018,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3197,2013-02-09,Top of The News,15,0.251748251748252,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3198,2013-02-09,Top of The News,15,0.348596750369276,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3199,2013-02-09,Top of The News,15,0.867549668874172,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3200,2013-02-09,Top of The News,15,0.9875,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3201,2013-02-09,Top of The News,15,0.990990990990991,2013-02-08,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,22044.0,10275,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3202,2013-03-13,Singapore,34,0.659090909090909,2013-03-12,minister,,,,,,,,,,,,,,1.0,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,19039.0,4156,0,0,0,0,1,0,12th parliament,4.0,91607.0,81179.0,60.1,48773.0,20.2,16367.0,
3203,2013-03-13,Singapore,34,0.879432624113475,2013-03-12,minister,,,,,,,,,,,,,,1.0,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,19039.0,4156,0,0,0,0,1,0,12th parliament,4.0,91607.0,81179.0,60.1,48773.0,20.2,16367.0,
3204,2013-08-13,Top of The News,13,0.819209039548023,2013-08-12,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21413.0,7541,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3205,2013-08-13,Top of The News,13,0.666666666666667,2013-08-12,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21413.0,7541,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3206,2013-03-12,Singapore,29,0.959568733153639,2013-03-11,minister,,1.0,,,,,,,,,1.0,,,,,,0,1969-09-10,1969,2011-04-27,2018-03-02 00:00:00,male,pap,chinese,15888.0,684,0,0,0,0,1,0,12th parliament,5.0,139771.0,,,,,,
3207,2013-03-16,Singapore,48,0.888157894736842,2013-03-15,minister,,,,,,,,,,1.0,,,,,1.0,,0,1972-12-18,1972,2011-07-05,2018-03-02 00:00:00,male,pap,chinese,14697.0,619,0,0,0,0,1,0,12th parliament,5.0,121045.0,109006.0,66.6,72563.0,33.2,36120.0,
3208,2013-02-10,Think,78,0.839137645107794,2013-02-06,mp,,,,,,,,,,,,,,,,,0,1941-05-20,1941,1976-12-23,2018-03-02 00:00:00,male,pap,chinese,26195.0,13194,0,0,0,0,1,0,12th parliament,5.0,154451.0,138212.0,56.6,78286.0,13.2,18360.0,
3209,2013-02-10,Think,32,0.0324825986078886,2013-02-05,mp,,,,,,,,,,,,,,,,,0,1960-05-06,1960,1996-12-23,25/8/2015,male,pap,indian,19268.0,5888,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3210,2013-03-07,Singapore,53,0.988593155893536,2013-03-06,mp,,,,,,,,,,,,,,,,,0,1975-06-06,1975,2011-07-05,2018-03-02 00:00:00,male,wp,malay,13788.0,610,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
3211,2013-03-07,Singapore,53,1.0,2013-03-06,mp,,,,,,,,,,,,,,,,,0,1975-06-06,1975,2011-07-05,2018-03-02 00:00:00,male,wp,malay,13788.0,610,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
3212,2013-03-07,Singapore,53,1.0,2013-03-06,mp,,,,,,,,,,,,,,,,,0,1975-06-06,1975,2011-07-05,2018-03-02 00:00:00,male,wp,malay,13788.0,610,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
3213,2013-03-07,Singapore,53,0.875,2013-03-06,mp,,,,,,,,,,,,,,,,,0,1975-06-06,1975,2011-07-05,2018-03-02 00:00:00,male,wp,malay,13788.0,610,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
3214,2013-02-26,Singapore,56,0.75,2013-02-25,minister,,,1.0,,,,,,,,,,1.0,1.0,,,0,1964-03-29,1964,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,17865.0,2496,0,0,0,0,1,0,12th parliament,1.0,23199.0,21079.0,66.9,14093.0,33.8,7107.0,
3215,2013-02-26,Singapore,56,0.746268656716418,2013-02-25,minister,,,1.0,,,,,,,,,,1.0,1.0,,,0,1964-03-29,1964,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,17865.0,2496,0,0,0,0,1,0,12th parliament,1.0,23199.0,21079.0,66.9,14093.0,33.8,7107.0,
3216,2013-02-26,Singapore,73,0.947368421052632,2013-02-25,mp,,,,,,,,,,,,,,,,,0,1970-08-31,1970,2006-04-27,2018-03-02 00:00:00,male,pap,chinese,15519.0,2496,0,0,0,0,1,0,12th parliament,5.0,137532.0,127109.0,57.2,72728.0,14.4,18347.0,-11.3
3217,2013-02-26,Singapore,56,0.891089108910891,2013-02-25,minister,,,1.0,,,,,,,,,,1.0,1.0,,,0,1964-03-29,1964,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,17865.0,2496,0,0,0,0,1,0,12th parliament,1.0,23199.0,21079.0,66.9,14093.0,33.8,7107.0,
3218,2013-02-26,Singapore,56,0.713235294117647,2013-02-25,minister,,,1.0,,,,,,,,,,1.0,1.0,,,0,1964-03-29,1964,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,17865.0,2496,0,0,0,0,1,0,12th parliament,1.0,23199.0,21079.0,66.9,14093.0,33.8,7107.0,
3219,2013-02-06,Top of The News,14,0.896551724137931,2013-02-05,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18801.0,2551,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3220,2013-02-06,Top of The News,14,0.990291262135922,2013-02-05,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18801.0,2551,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3221,2014-09-09,Singapore,23,0.990683229813665,2014-09-08,mayor,,,,,,,,,,,,,,,,,0,1959-09-12,1959,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,20085.0,3017,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3222,2014-09-09,Singapore,55,0.748898678414097,2014-09-08,mp,,,,,,,,,,,,,,,,,0,1966-06-16,1966,2006-04-27,25/8/2015,male,pap,indian,17616.0,3056,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3223,2014-04-15,Singapore,84,0.124645892351275,2014-04-14,mos,,,,,,,,,1.0,,,,,,,,0,1968-08-06,1968,2006-06-05,2018-03-02 00:00:00,male,pap,chinese,16687.0,2870,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3224,2014-04-15,Singapore,23,0.0289855072463768,2014-04-14,mp,,,,,,,,,,,,,,,,,0,1959-09-12,1959,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19938.0,2870,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3225,2014-04-15,Singapore,84,1.0,2014-04-14,mos,,,,,,,,,1.0,,,,,,,,0,1968-08-06,1968,2006-06-05,2018-03-02 00:00:00,male,pap,chinese,16687.0,2870,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3226,2014-03-13,Singapore,23,0.543478260869565,2014-03-12,mp,,,,,,,,,,,,,,,,,0,1959-09-12,1959,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19905.0,2837,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3227,2014-03-13,Singapore,23,0.769230769230769,2014-03-12,mp,,,,,,,,,,,,,,,,,0,1959-09-12,1959,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19905.0,2837,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3228,2014-03-13,Singapore,47,0.721518987341772,2014-03-12,nmp,,,,,,,,,,,,,,,,,0,,1970,2012-02-14,13/8/2014,male,ind,chinese,16060.0,757,0,1,0,0,1,0,12th parliament,,,,,,,,
3229,2014-03-08,Top of The News,60,0.983050847457627,2014-03-07,minister,,,,,,,,,,,,,,,,1.0,0,1961-01-11,1961,2011-07-05,2018-03-02 00:00:00,male,pap,chinese,19413.0,976,0,0,0,0,1,0,12th parliament,5.0,137532.0,127109.0,57.2,72728.0,14.4,18347.0,-11.3
3230,2014-03-08,Top of The News,45,0.555555555555556,2014-03-07,mp,,,,,,,,,,,,,,,,,0,1976-08-23,1976,2011-07-05,2018-03-02 00:00:00,female,pap,malay,13710.0,976,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3231,2014-03-08,Top of The News,7,0.972972972972973,2014-03-07,mp,,,,,,,,,,,,,,,,,0,1956-05-09,1956,1991-08-31,2018-03-02 00:00:00,male,wp,chinese,21121.0,8224,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
3232,2014-03-05,Singapore,16,0.240184757505774,2014-03-04,mp,,,,,,,,,,,,,,,,,0,1974-09-15,1974,2006-04-27,2018-03-02 00:00:00,male,pap,malay,14415.0,2868,0,0,0,0,1,0,12th parliament,5.0,158648.0,146595.0,61.2,89710.0,22.4,32825.0,
3233,2014-03-05,Singapore,31,0.830188679245283,2014-03-04,nmp,,,,,,,,,,,,,,,,,0,,1950,2012-02-14,13/8/2014,male,ind,indian,23360.0,749,0,1,0,0,1,0,12th parliament,,,,,,,,
3234,2014-03-05,Singapore,32,0.611111111111111,2014-03-04,mp,,,,,,,,,,,,,,,,,0,1960-05-06,1960,1996-12-23,25/8/2015,male,pap,indian,19660.0,6280,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3235,2014-03-05,Singapore,32,1.0,2014-03-04,mp,,,,,,,,,,,,,,,,,0,1960-05-06,1960,1996-12-23,25/8/2015,male,pap,indian,19660.0,6280,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3236,2014-03-05,Singapore,32,0.784053156146179,2014-03-04,mp,,,,,,,,,,,,,,,,,0,1960-05-06,1960,1996-12-23,25/8/2015,male,pap,indian,19660.0,6280,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3237,2014-03-05,Singapore,16,0.705128205128205,2014-03-04,mp,,,,,,,,,,,,,,,,,0,1974-09-15,1974,2006-04-27,2018-03-02 00:00:00,male,pap,malay,14415.0,2868,0,0,0,0,1,0,12th parliament,5.0,158648.0,146595.0,61.2,89710.0,22.4,32825.0,
3238,2014-03-05,Singapore,16,0.610526315789474,2014-03-04,mp,,,,,,,,,,,,,,,,,0,1974-09-15,1974,2006-04-27,2018-03-02 00:00:00,male,pap,malay,14415.0,2868,0,0,0,0,1,0,12th parliament,5.0,158648.0,146595.0,61.2,89710.0,22.4,32825.0,
3239,2014-03-05,Singapore,49,1.0,2014-03-04,mp,,,,,,,,,,,,,,,,,0,1960-06-10,1960,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19625.0,2829,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
3240,2014-03-05,Singapore,49,0.984,2014-03-04,mp,,,,,,,,,,,,,,,,,0,1960-06-10,1960,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19625.0,2829,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
